"TIMESTAMP","RECORD","VWC","EC","T","DateTime_YSI","Battery","Conductivity","Temperature","Turbidity","Depth","DateTime_spv3","Turb_spv3","TSSeq","TOCeq","DOCeq","NO3eq","Temp_spv3"
"2024-02-02 19:00:00",15,0.104,0.025,13.07,150224,0,438.9,12.01,3.81,0.032,"2043-06-12 01:04:00.000011",0,0,0.183,0.303,0.135,11.63
"2024-02-02 19:15:00",16,0.104,0.025,13.07,150224,0,439.7,12.08,3.86,0.028,"2043-06-12 01:04:00.000011",0,0,0.208,0.26,0.084,11.75
"2024-02-02 19:45:00",17,0.104,0.025,13.07,150224,0,442.3,12.31,7.28,0.015,"2043-06-12 01:04:00.000012",0,0,0.168,0.279,0.139,12.06
"2024-02-02 20:00:00",18,0.103,0.025,13.8,150224,0,443,12.36,7.11,0.012,"2043-06-12 01:04:00.000012",0,0,0.18,0.338,0.166,12.13
"2024-02-02 20:15:00",19,0.103,0.025,13.8,150224,0,443.8,12.44,6.82,0.009,"2043-06-12 01:04:00.000012",0,0,0.23,0.268,0.052,12.25
"2024-02-02 20:30:00",20,0.103,0.025,13.8,150224,0,444.7,12.51,6.83,0.008,"2043-06-12 01:04:00.000012",0,0,0.16,0.293,0.205,12.38
"2024-02-02 20:45:00",21,0.103,0.025,13.8,150224,0,445.5,12.59,6.73,0.005,"2043-06-12 01:04:00.000012",0,0,0.176,0.202,0.217,12.5
"2024-02-02 21:00:00",22,0.046,0.01,15.26,150224,0,446.5,12.67,5.89,-0.002,"2043-06-12 01:04:00.000012",0,0,0.177,0.188,0.216,12.63
"2024-02-02 21:15:00",23,0.046,0.01,15.26,150224,0,447.3,12.74,5.27,-0.001,"2043-06-12 01:04:00.000012",0,0,0.212,0.313,0.154,12.75
"2024-02-02 21:30:00",24,0.046,0.01,15.26,150224,0,448.2,12.82,4.22,0,"2043-06-12 01:04:00.000012",0,0,0.177,0.273,0.231,12.81
"2024-02-02 21:45:00",25,0.046,0.01,15.26,150224,0,449,12.89,3.08,-0.001,"2043-06-12 01:04:00.000012",0,0,0.137,0.222,0.24,12.94
"2024-02-02 22:00:00",26,0.046,0.01,15.4,150224,0,449.8,12.96,2.19,-0.004,"2043-06-12 01:04:00.000013",0,0,0.191,0.203,0.26,13.06
"2024-02-02 22:15:00",27,0.046,0.01,15.4,150224,0,450.6,13.03,1.54,-0.004,"2043-06-12 01:04:00.000013",0,0,0.169,0.153,0.2,13.13
"2024-02-02 22:30:00",28,0.046,0.01,15.4,150224,0,451.4,13.1,1.08,-0.007,"2043-06-12 01:04:00.000013",0,0,0.158,0.355,0.227,13.19
"2024-02-02 22:45:00",29,0.046,0.01,15.4,150224,0,452.2,13.16,1.18,-0.005,"2043-06-12 01:04:00.000013",0,0,0.229,0.238,0.185,13.31
"2024-02-02 23:00:00",30,0.046,0.01,15.4,150224,0,452.9,13.23,0.99,-0.006,"2043-06-12 01:04:00.000013",0,0,0.207,0.277,0.313,13.31
"2024-02-02 23:15:00",31,0.046,0.01,15.4,150224,0,453.6,13.29,1.37,-0.007,"2043-06-12 01:04:00.000013",0,0,0.191,0.221,0.206,13.44
"2024-02-02 23:30:00",32,0.046,0.01,15.4,150224,0,454.2,13.34,3.45,-0.006,"2043-06-12 01:04:00.000013",0,0,0.189,0.256,0.14,13.44
"2024-02-02 23:45:00",33,0,0,0,"NAN",0,454.9,13.4,2.78,-0.003,"2043-06-12 01:04:00.000013",0,0,0.168,0.281,0.105,13.44
"2024-02-03 00:00:00",34,0.147,0.03,14.84,150224,0,455.7,13.47,3.24,-0.006,"2043-06-12 01:04:00.000013",0,0,0.201,0.313,0.125,13.5
"2024-02-03 00:15:00",35,0.147,0.03,14.84,150224,0,456.3,13.51,3.71,-0.005,"2043-06-12 01:04:00.000013",0,0,0.165,0.226,0.305,13.5
"2024-02-03 00:30:00",36,0.147,0.03,14.84,150224,0,456.7,13.55,4.17,-0.002,"2043-06-12 01:04:00.000013",0,0,0.266,0.318,0.2,13.56
"2024-02-03 00:45:00",37,0.147,0.03,14.84,150224,0,457.3,13.59,4.41,0.002,"2043-06-12 01:04:00.000013",0,0,0.234,0.291,0.205,13.5
"2024-02-03 01:00:00",38,0.149,0.031,14.34,150224,0,458,13.64,4.7,0.003,"2043-06-12 01:04:00.000013",0,0,0.221,0.21,0.182,13.5
"2024-02-03 01:15:00",39,0.149,0.031,14.34,150224,0,458.2,13.66,5.03,0.004,"2043-06-12 01:04:00.000013",0,0,0.198,0.275,0.157,13.5
"2024-02-03 01:45:00",40,0.149,0.031,14.34,150224,0,458.3,13.72,6.12,0.007,"2043-06-12 01:04:00.000013",0,0,0.188,0.23,0.214,13.56
"2024-02-03 02:00:00",41,0.15,0.03,14.23,150224,0,458.6,13.74,6.65,0.01,"2043-06-12 01:04:00.000013",0,0,0.264,0.24,0.092,13.5
"2024-02-03 02:30:00",42,0.15,0.03,14.23,150224,0,458.6,13.78,7.71,0.013,"2043-06-12 01:04:00.000013",0,0,0.146,0.224,0.204,13.56
"2024-02-03 02:45:00",43,0,0,0,160224,0,449.4,12.86,3.08,-0.002,"2043-06-12 01:04:00.000012",0,0,0.256,0.214,0.225,12.13
"2024-02-03 03:00:00",44,0.148,0.029,13.45,160224,0,449.7,12.9,3.34,-0.007,"2043-06-12 01:04:00.000012",0,0,0.383,0.289,0.167,12.25
"2024-02-03 03:15:00",45,0.148,0.029,13.45,160224,0,450.1,12.93,3.57,-0.009,"2043-06-12 01:04:00.000012",0,0,0.375,0.256,0.187,12.38
"2024-02-03 03:45:00",46,0.148,0.029,13.45,160224,0,451,13,3.59,-0.013,"2043-06-12 01:04:00.000012",0,0,0.434,0.42,0.188,12.5
"2024-02-03 04:00:00",47,0.148,0.03,13.72,160224,0,451.4,13.03,3.63,-0.015,"2043-06-12 01:04:00.000012",0,0,0.365,0.301,0.342,12.5
"2024-02-03 04:30:00",48,0.148,0.03,13.72,160224,0,452.2,13.1,3.77,-0.017,"2043-06-12 01:04:00.000012",0,0,0.363,0.35,0.213,12.63
"2024-02-03 04:45:00",49,0.148,0.03,13.72,160224,0,452.5,13.13,3.81,-0.022,"2043-06-12 01:04:00.000012",0,0,0.41,0.281,0.271,12.69
"2024-02-03 05:00:00",50,0.14,0.028,14.34,190224,0,444.1,11.9,1.51,0.048,"2043-06-12 01:04:00.000012",0,0,0.41,0.291,0.254,12.13
"2024-02-03 05:15:00",51,0.14,0.028,14.34,190224,0,445.1,11.99,1.82,0.049,"2043-06-12 01:04:00.000012",0,0,0.574,0.418,0.063,12.31
"2024-02-03 05:30:00",52,0.14,0.028,14.34,190224,0,446.3,12.08,2.05,0.049,"2043-06-12 01:04:00.000012",0,0,0.535,0.418,0.123,12.5
"2024-02-03 05:45:00",53,0.14,0.028,14.34,190224,0,447.2,12.16,2.71,0.052,"2043-06-12 01:04:00.000012",0,0,0.563,0.377,0.309,12.63
"2024-02-03 06:00:00",54,0.139,0.028,14.5,190224,0,448.2,12.25,8.6,0.053,"2043-06-12 01:04:00.000012",0,0,0.535,0.443,0.225,12.81
"2024-02-03 06:15:00",55,0.139,0.028,14.5,190224,0,449.2,12.32,14.02,0.053,"2043-06-12 01:04:00.000012",0,0,0.475,0.342,0.19,12.88
"2024-02-03 06:30:00",56,0.139,0.028,14.5,190224,0,450,12.4,13.58,0.053,"2043-06-12 01:04:00.000012",0,0,0.52,0.363,0.217,12.94
"2024-02-03 06:45:00",57,0.139,0.028,14.5,190224,0,450.8,12.47,12.91,0.055,"2043-06-12 01:04:00.000012",0,0,0.563,0.334,0.279,12.94
"2024-02-03 07:00:00",58,0.139,0.029,14.2,190224,0,451.5,12.53,11.96,0.056,"2043-06-12 01:04:00.000013",0,0,0.482,0.381,0.147,13
"2024-02-03 07:15:00",59,0.139,0.029,14.2,190224,0,452.2,12.59,7.37,0.054,"2043-06-12 01:04:00.000013",0,0,0.504,0.32,0.215,13
"2024-02-03 07:30:00",60,0.139,0.029,14.2,190224,0,452.7,12.63,10.83,0.055,"2043-06-12 01:04:00.000013",0,0,0.504,0.32,0.215,13
"2024-02-03 07:45:00",61,0.139,0.029,14.2,190224,0,453.2,12.66,10.68,0.056,"2043-06-12 01:04:00.000013",0,0,0.504,0.32,0.215,13
"2024-02-03 08:00:00",62,0.139,0.029,13.73,190224,0,453.4,12.68,9.05,0.061,"2043-06-12 01:04:00.000013",0,0,0.613,0.742,0.449,13.69
"2024-02-03 08:15:00",63,0.139,0.029,13.73,190224,0,453.7,12.71,6.38,0.064,"2043-06-12 01:04:00.000013",0,0,0.684,0.668,0.455,13.31
"2024-02-03 08:30:00",64,0,0,0,230224,0,468.7,13.4,0.34,-0.131,"2043-06-12 02:04:00.000012",0,0.103,1.086,0.797,0.5,12.56
"2024-02-03 08:45:00",65,0,0,0,230224,0,469,13.42,0.55,-0.134,"2043-06-12 02:04:00.000012",0.137,0.2,1.055,0.676,0.469,12.75
"2024-02-03 09:15:00",66,0,0,0,230224,0,469.6,13.47,-1.49,-0.133,"2043-06-12 01:04:00.000013",0,0,0.988,0.586,0.457,13
"2024-02-03 09:30:00",67,0,0,0,230224,0,470,13.5,-1.16,-0.131,"2043-06-12 01:04:00.000013",0,0,0.883,0.598,0.465,13.13
"2024-02-03 09:45:00",68,0,0,0,230224,0,470.4,13.54,0.21,-0.133,"2043-06-12 01:04:00.000013",0,0.006,0.852,0.57,0.467,13.19
"2024-02-03 10:00:00",69,0.128,0.028,14.34,230224,0,470.8,13.57,-3.09,-0.133,"2043-06-12 01:04:00.000013",0.229,0.256,0.891,0.602,0.451,13.25
"2024-02-03 10:15:00",70,0.128,0.028,14.34,230224,0,471.2,13.6,-1.8,-0.132,"2043-06-12 01:04:00.000013",0,0,0.793,0.488,0.455,13.31
"2024-02-03 10:30:00",71,0.128,0.028,14.34,230224,0,471.6,13.64,-2.14,-0.131,"2043-06-12 01:04:00.000013",0.379,0.303,0.785,0.613,0.463,13.38
"2024-02-03 10:45:00",72,0.128,0.028,14.34,230224,0,472.1,13.67,-1.97,-0.131,"2043-06-12 01:04:00.000013",0,0,0.746,0.473,0.467,13.44
"2024-02-03 11:00:00",73,0.128,0.028,14.88,230224,0,472.7,13.73,-2.94,-0.127,"2044-04-17 02:04:00.000013",10.31,6.781,1.867,0.543,0.402,13.94
"2024-02-03 11:45:00",74,0.128,0.028,14.88,230224,0,474,13.83,-3.86,-0.122,"1993-08-10 03:35:44.000013",1008,660,105,0,0.426,13.81
"2024-02-03 12:00:00",75,0.128,0.028,14.9,230224,0,474.4,13.87,-3.95,-0.122,"1993-04-06 03:35:44.000013",1004,656,105,0,0.727,13.69
"2024-02-03 12:15:00",76,0.128,0.028,14.9,230224,0,474.8,13.9,-4.1,-0.121,"1992-12-04 02:35:44.000013",1000,656,104.5,0,0.242,13.69
"2024-02-03 12:30:00",77,0,0,0,260224,0,535.8,11.32,-0.56,0.084,"2043-06-12 01:04:00","NAN","NAN","NAN","NAN","NAN","NAN"
"2024-02-03 12:45:00",78,0,0,0,260224,0,534.9,11.29,-0.39,0.086,"2043-06-12 02:05:02.00001",0,0,1.617,1.563,2.094,10.25
"2024-02-03 13:00:00",79,0.365,0.119,13.34,260224,0,534.2,11.25,0,0.085,"2043-06-12 02:05:02.00001",0,0,1.672,1.617,2.094,10.19
"2024-02-03 13:15:00",80,0.365,0.119,13.34,260224,0,533.7,11.23,3.3,0.085,"2043-06-12 02:05:02.00001",0,0,1.703,1.477,2.094,10.25
"2024-02-03 13:30:00",81,0.365,0.119,13.34,260224,0,533.1,11.2,0.79,0.082,"2043-06-12 02:05:02.00001",0,0,1.727,1.578,2.094,10.19
"2024-02-03 13:45:00",82,0.365,0.119,13.34,260224,0,532.8,11.17,0.22,0.089,"2043-06-12 02:05:02.00001",0,0,1.68,1.547,2.094,10.13
"2024-02-03 14:00:00",83,0.366,0.12,11.15,260224,0,532.3,11.13,0.1,0.086,"2043-06-12 02:05:02.00001",0,0,1.625,1.492,2.094,10.13
"2024-02-03 14:15:00",84,0.366,0.12,11.15,260224,0,532.2,11.09,0.14,0.091,"2043-06-12 02:05:02.00001",0,0,1.609,1.578,2.094,10.06
"2024-02-03 14:45:00",85,0.366,0.12,11.15,260224,0,530.6,10.98,0.42,0.093,"2043-06-12 02:05:02.00001",0,0,1.609,1.523,2.109,10
"2024-02-03 15:00:00",86,0.371,0.122,8.92,260224,0,529.6,10.92,0.57,0.092,"2043-06-12 02:05:02.000009",0,0,1.68,1.516,2.109,9.94
"2024-02-03 15:30:00",87,0.371,0.122,8.92,260224,0,529,10.79,0.76,0.097,"2043-06-12 02:05:02.000009",0,0,1.727,1.508,2.109,9.81
"2024-02-03 15:45:00",88,0.371,0.122,8.92,260224,0,529.3,10.72,0.83,0.103,"2043-06-12 02:05:02.000009",0,0,1.695,1.445,2.109,9.75
"2024-02-03 16:00:00",89,0.372,0.123,7.62,260224,0,529.6,10.64,0.73,0.105,"2043-06-12 02:05:02.000009",0,0,1.734,1.414,2.109,9.69
"2024-02-03 16:15:00",90,0.372,0.123,7.62,260224,0,529.9,10.57,0.66,0.105,"2043-06-12 02:05:02.000009",0,0,1.664,1.484,2.141,9.63
"2024-02-03 16:30:00",91,0.372,0.123,7.62,260224,0,525.5,10.5,1.33,0.104,"2043-06-12 02:05:02.000009",0,0,1.75,1.5,2.125,9.56
"2024-02-03 16:45:00",92,0.372,0.123,7.62,260224,0,513.1,10.41,2.65,0.1,"2043-06-12 03:05:02.000009",0.582,0.463,2.266,1.836,2.125,9.44
"2024-02-03 17:00:00",93,0.372,0.123,6.568,260224,0,509.1,10.32,3.74,0.102,"2043-07-14 03:06:02.000009",1.555,1.148,2.828,2.125,2.109,9.38
"2024-02-03 17:15:00",94,0.372,0.123,6.568,260224,0,515.2,10.23,3.86,0.107,"2043-08-14 04:06:02.000009",2.531,1.805,3.109,2.281,2.109,9.25
"2024-02-03 17:30:00",95,0.372,0.123,6.568,260224,0,521.3,10.11,3.39,0.113,"2043-07-14 03:06:02.000009",1.508,1.172,2.922,2.094,2.125,9.19
"2024-02-03 17:45:00",96,0.372,0.123,6.568,260224,0,524.6,10,2.61,0.119,"2043-07-14 03:06:02.000009",1.922,1.352,2.688,2.234,2.125,9.06
"2024-02-03 18:00:00",97,0.372,0.123,3.983,260224,0,526.2,9.9,2.06,0.121,"2043-06-12 03:05:02.000008",0.048,0.131,2.297,1.906,2.156,8.94
"2024-02-03 18:15:00",98,0.372,0.123,3.983,260224,0,526.8,9.79,1.5,0.123,"2043-06-12 03:05:02.000008",0,0,2.078,1.68,2.156,8.88
"2024-02-03 18:30:00",99,0.372,0.123,3.983,260224,0,526.6,9.69,1.45,0.127,"2043-06-12 02:05:02.000008",0,0,1.914,1.656,2.172,8.75
"2024-02-03 18:45:00",100,0.372,0.123,3.983,260224,0,526.2,9.59,1.11,0.127,"2043-06-12 02:05:02.000008",0,0,1.867,1.68,2.172,8.63
"2024-02-03 19:00:00",101,0.372,0.122,2.814,260224,0,525.6,9.48,0.93,0.128,"2043-06-12 02:05:02.000008",0,0,1.82,1.555,2.203,8.56
"2024-02-03 19:15:00",102,0.372,0.122,2.814,260224,0,525,9.4,0.81,0.126,"2043-06-12 02:05:02.000008",0,0,1.742,1.523,2.188,8.44
"2024-02-03 19:30:00",103,0.372,0.122,2.814,260224,0,524.4,9.31,0.82,0.128,"2043-06-12 02:05:02.000008",0,0,1.719,1.477,2.172,8.38
"2024-02-03 19:45:00",104,0.372,0.122,2.814,260224,0,523.5,9.22,0.87,0.125,"2043-06-12 02:05:02.000008",0,0,1.727,1.5,2.188,8.25
"2024-02-03 20:00:00",105,0.372,0.122,2.158,260224,0,522.6,9.14,0.7,0.124,"2043-06-12 02:05:02.000008",0,0,1.633,1.43,2.188,8.19
"2024-02-03 20:30:00",106,0.372,0.122,2.158,260224,0,521.1,8.98,0.56,0.116,"2043-06-12 02:05:02.000008",0,0,1.68,1.5,2.188,8.06
"2024-02-03 20:45:00",107,0.372,0.122,2.158,260224,0,520.6,8.9,0.5,0.113,"2043-06-12 02:05:02.000007",0,0,1.711,1.523,2.156,7.938
"2024-02-03 21:15:00",108,0.372,0.122,2.158,270224,0,519,8.76,0.52,0.107,"2043-06-12 02:05:02.000007",0,0,1.719,1.625,2.188,7.813
"2024-02-03 21:30:00",109,0.372,0.122,2.158,270224,0,517.5,8.68,0.61,0.108,"2043-06-12 02:05:02.000007",0,0,1.719,1.586,2.188,7.75
"2024-02-03 21:45:00",110,0.372,0.122,2.158,270224,0,515,8.6,0.67,0.104,"2043-06-12 02:05:02.000007",0,0,1.813,1.602,2.172,7.688
"2024-02-03 22:00:00",111,0.372,0.121,1.438,270224,0,512.2,8.51,0.8,0.103,"2043-06-12 02:05:02.000007",0,0,1.875,1.516,2.188,7.625
"2024-02-03 22:15:00",112,0.372,0.121,1.438,270224,0,509.1,8.43,0.96,0.101,"2043-06-12 02:05:02.000007",0,0,1.922,1.688,2.188,7.5
"2024-02-03 22:30:00",113,0.372,0.121,1.438,270224,0,506,8.34,1.06,0.101,"2043-06-12 03:05:02.000007",0,0,2.016,1.625,2.188,7.375
"2024-02-03 22:45:00",114,0.372,0.121,1.438,270224,0,503.6,8.25,0.96,0.1,"2043-06-12 02:05:02.000007",0,0,1.977,1.703,2.188,7.313
"2024-02-03 23:00:00",115,0.372,0.12,1.243,270224,0,501.8,8.17,0.94,0.096,"2043-06-12 03:05:02.000007",0,0,2,1.711,2.188,7.25
"2024-02-03 23:15:00",116,0.372,0.12,1.243,270224,0,500.5,8.1,0.89,0.095,"2043-06-12 02:05:02.000007",0,0,1.945,1.727,2.203,7.125
"2024-02-03 23:30:00",117,0.372,0.12,1.243,270224,0,499.8,8.03,0.81,0.091,"2043-06-12 03:05:02.000007",0,0,2.047,1.703,2.203,7.125
"2024-02-03 23:45:00",118,0.372,0.12,1.243,270224,0,499.5,7.967,0.73,0.092,"2043-06-12 02:05:02.000007",0,0,1.992,1.664,2.188,7.063
"2024-02-04 00:00:00",119,0.372,0.121,1.194,270224,0,499.3,7.9,0.66,0.09,"2043-06-12 02:05:02.000006",0,0,1.898,1.734,2.203,6.938
"2024-02-04 00:15:00",120,0.372,0.121,1.194,270224,0,499.3,7.844,0.62,0.09,"2043-06-12 02:05:02.000006",0,0,1.898,1.641,2.188,6.938
"2024-02-04 00:30:00",121,0.372,0.121,1.194,270224,0,499.3,7.79,0.59,0.092,"2043-06-12 02:05:02.000006",0,0,1.828,1.664,2.203,6.875
"2024-02-04 00:45:00",122,0.372,0.121,1.194,270224,0,499.4,7.737,0.52,0.09,"2043-06-12 02:05:02.000006",0,0,1.766,1.492,2.234,6.813
"2024-02-04 01:00:00",123,0.372,0.12,1.318,270224,0,499.5,7.692,0.55,0.088,"2043-06-12 02:05:02.000006",0,0,1.789,1.672,2.219,6.75
"2024-02-04 01:15:00",124,0.372,0.12,1.318,270224,0,499.6,7.655,0.29,0.084,"2043-06-12 02:05:02.000006",0,0,1.688,1.453,2.234,6.688
"2024-02-04 01:30:00",125,0.372,0.12,1.318,270224,0,499.8,7.62,0.42,0.083,"2043-06-12 02:05:02.000006",0,0,1.742,1.492,2.219,6.688
"2024-02-04 01:45:00",126,0.372,0.12,1.318,270224,0,500,7.592,0.25,0.082,"2043-06-12 02:05:02.000006",0,0,1.703,1.555,2.219,6.625
"2024-02-04 02:15:00",127,0.372,0.12,1.318,270224,0,500.4,7.552,0.23,0.08,"2043-06-12 02:05:02.000006",0,0,1.625,1.484,2.234,6.625
"2024-02-04 02:30:00",128,0.372,0.12,1.318,270224,0,500.6,7.534,0.22,0.079,"2043-06-12 02:05:02.000006",0,0,1.594,1.43,2.25,6.563
"2024-02-04 03:00:00",129,0.373,0.12,2.158,270224,0,501.1,7.506,0.15,0.075,"2043-06-12 02:05:02.000006",0,0,1.602,1.359,2.234,6.563
"2024-02-04 03:15:00",130,0.373,0.12,2.158,270224,0,501.3,7.495,0.15,0.077,"2043-06-12 02:05:02.000006",0,0,1.516,1.375,2.25,6.563
"2024-02-04 03:30:00",131,0.373,0.12,2.158,270224,0,501.5,7.485,0.17,0.074,"2043-06-12 02:05:02.000006",0,0,1.539,1.438,2.234,6.5
"2024-02-04 03:45:00",132,0.373,0.12,2.158,270224,0,501.8,7.48,0.26,0.07,"2043-06-12 02:05:02.000006",0,0,1.547,1.406,2.25,6.5
"2024-02-04 04:00:00",133,0.373,0.12,2.676,270224,0,502,7.479,0.28,0.068,"2043-06-12 02:05:02.000006",0,0,1.531,1.469,2.25,6.563
"2024-02-04 04:15:00",134,0.373,0.12,2.676,270224,0,502.4,7.482,0.32,0.06,"2043-06-12 02:05:02.000006",0,0,1.57,1.445,2.25,6.5
"2024-02-04 04:30:00",135,0.373,0.12,2.676,270224,0,502.8,7.493,0.17,0.062,"2043-06-12 02:05:02.000006",0,0,1.531,1.367,2.25,6.5
"2024-02-04 04:45:00",136,0.373,0.12,2.676,270224,0,503.2,7.51,0.15,0.065,"2043-06-12 02:05:02.000006",0,0,1.484,1.391,2.266,6.563
"2024-02-04 05:00:00",137,0.373,0.12,4.085,270224,0,503.7,7.535,0.12,0.069,"2043-06-12 02:05:02.000006",0,0,1.461,1.391,2.266,6.563
"2024-02-04 05:15:00",138,0.373,0.12,4.085,270224,0,504.3,7.567,0.14,0.067,"2043-06-12 02:05:02.000006",0,0,1.477,1.32,2.25,6.563
"2024-02-04 05:30:00",139,0.373,0.12,4.085,270224,0,505,7.606,0.17,0.071,"2043-06-12 02:05:02.000006",0,0,1.453,1.391,2.25,6.625
"2024-02-04 05:45:00",140,0.373,0.12,4.085,270224,0,505.8,7.659,0.2,0.07,"2043-06-12 02:05:02.000006",0,0,1.531,1.438,2.25,6.688
"2024-02-04 06:00:00",141,0.373,0.121,5.577,270224,0,506.7,7.716,0.26,0.066,"2043-06-12 02:05:02.000006",0,0,1.516,1.352,2.25,6.75
"2024-02-04 06:15:00",142,0.373,0.121,5.577,270224,0,507.6,7.779,0.32,0.064,"2043-06-12 02:05:02.000006",0,0,1.461,1.305,2.25,6.813
"2024-02-04 06:30:00",143,0.373,0.121,5.577,270224,0,508.5,7.844,0.3,0.065,"2043-06-12 02:05:02.000006",0,0,1.469,1.336,2.266,6.813
"2024-02-04 06:45:00",144,0.373,0.121,5.577,270224,0,509.4,7.909,0.21,0.067,"2043-06-12 02:05:02.000006",0,0,1.438,1.32,2.234,6.938
"2024-02-04 07:00:00",145,0.373,0.122,6.351,270224,0,510.1,7.966,0.25,0.067,"2043-06-12 02:05:02.000007",0,0,1.445,1.352,2.234,7
"2024-02-04 07:15:00",146,0.373,0.122,6.351,270224,0,510.9,8.03,0.27,0.068,"2043-06-12 02:05:02.000007",0,0,1.484,1.383,2.234,7.063
"2024-02-04 07:30:00",147,0.373,0.122,6.351,270224,0,511.2,8.09,0.34,0.066,"2043-06-12 02:05:02.000007",0,0,1.5,1.359,2.234,7.063
"2024-02-04 08:00:00",148,0.376,0.122,7.567,270224,0,512.5,8.25,0.38,0.064,"2043-06-12 02:05:02.000007",0,0,1.477,1.32,2.25,7.188
"2024-02-04 08:15:00",149,0.376,0.122,7.567,270224,0,513.1,8.32,0.39,0.065,"2043-06-12 02:05:02.000007",0,0,1.508,1.383,2.234,7.313
"2024-02-04 08:45:00",150,0.376,0.122,7.567,270224,0,514.2,8.48,0.4,0.062,"2043-06-12 02:05:02.000007",0,0,1.578,1.469,2.234,7.5
"2024-02-04 09:00:00",151,0.379,0.125,7.819,270224,0,514.7,8.55,0.48,0.064,"2043-06-12 02:05:02.000007",0,0,1.555,1.406,2.234,7.563
"2024-02-27 12:15:00",152,0.379,0.125,7.819,270224,0,515,8.6,0.46,0.063,"2043-06-12 02:05:02.000007",0,0,1.563,1.352,2.234,7.625
"2024-02-27 12:45:00",153,0.379,0.125,7.819,270224,0,516.8,8.84,2.24,0.104,"2043-06-12 02:05:02.000007",0,0,1.68,1.453,2.25,7.813
"2024-02-27 13:00:00",154,0.381,0.127,9.29,270224,0,514.7,8.99,3.08,0.12,"2043-06-12 03:05:02.000008",0,0.092,2.156,1.656,2.219,8
"2024-02-27 13:15:00",155,0.381,0.127,9.29,270224,0,514.7,9.11,3.35,0.114,"2043-06-12 03:05:02.000008",0.91,0.719,2.469,1.867,2.203,8.06
"2024-02-27 13:30:00",156,0.381,0.127,9.29,270224,0,517.2,9.22,2.9,0.101,"2043-06-12 03:05:02.000008",0.855,0.699,2.422,1.781,2.203,8.19
"2024-02-27 13:45:00",157,0.381,0.127,9.29,270224,0,518.7,9.35,2.29,0.091,"2043-06-12 03:05:02.000008",0,0,2.203,1.711,2.203,8.31
"2024-02-27 14:00:00",158,0.382,0.128,10.44,270224,0,520,9.5,1.99,0.084,"2043-06-12 03:05:02.000008",0.186,0.225,2.219,1.773,2.219,8.5
"2024-02-27 14:15:00",159,0.382,0.128,10.44,270224,0,522,9.62,1.8,0.081,"2043-06-12 03:05:02.000008",0,0,2.156,1.719,2.203,8.56
"2024-02-27 14:30:00",160,0.382,0.128,10.44,270224,0,525.6,9.71,1.85,0.082,"2043-06-12 03:05:02.000008",0,0,2.25,1.742,2.188,8.69
